stuid,schoolid,days_absent,miles_to_school,pre_test_read,pre_test_math,treatment,atrisk,grade,female
2845,G,2,6.09234,756,723,0,0,11,0
2846,G,4,.70505625,765,751,0,0,10,1
2847,G,3,1.4905553,689,696,0,0,10,0
2848,G,4,2.1596203,755,799,0,1,10,1
2849,G,5,3.3464625,739,761,0,1,10,0
2850,G,10,1.7875842,710,704,0,0,10,1
2851,G,2,2.9223282,796,740,0,0,11,1
2852,G,4,3.1917734,779,765,0,0,10,0
2853,G,4,3.2899311,718,774,0,0,11,1
2854,G,3,1.5556321,777,778,0,0,9,1
2855,G,4,1.4988788,781,801,0,1,10,1
2856,G,3,3.9594116,798,755,0,0,9,0
2857,G,4,4.6538134,749,769,0,0,12,1
2858,G,2,4.0895925,739,746,0,0,10,0
2859,G,8,4.2588582,755,729,0,1,10,1
2860,G,1,.23931518,758,718,0,0,11,0
2861,G,11,3.9058759,771,719,0,1,11,1
2862,G,2,3.8744824,757,753,0,0,10,1
2863,G,4,3.5239089,691,739,0,0,12,1
2864,G,5,2.0636325,763,785,0,0,9,0
2865,G,11,3.8573425,711,808,0,1,9,1
2866,G,6,3.3036184,722,756,0,1,11,1
2867,G,2,1.4196687,740,798,0,0,10,0
2868,G,9,3.0470202,794,746,0,1,11,1
2869,G,4,3.7995293,756,773,0,0,9,1
2870,G,5,4.0562825,706,758,0,1,10,1
2871,G,4,2.8065841,757,698,0,1,10,0
2872,G,4,3.0751555,749,789,0,1,9,1
2873,G,7,2.465456,684,767,0,1,9,0
2874,G,3,5.6857958,767,746,0,0,10,0
2875,G,5,3.4088342,744,720,0,0,9,1
2876,G,7,2.4459641,705,717,0,0,10,0
2877,G,5,.57175756,754,726,0,0,10,0
2878,G,8,4.6794591,778,760,0,1,9,1
2879,G,6,1.0136201,771,802,0,1,12,1
2880,G,3,5.1407175,820,743,0,0,9,1
2881,G,14,5.0489759,711,796,0,1,11,0
2882,G,5,3.0645068,753,745,0,1,10,1
2883,G,6,3.6450012,695,770,0,1,10,0
2884,G,7,3.6286137,739,702,0,0,11,0
2885,G,2,.89335805,750,726,0,0,11,0
2886,G,6,3.9309666,754,741,0,1,11,0
2887,G,3,1.7175989,787,750,0,0,12,0
2888,G,2,2.4036033,763,808,0,0,12,1
2889,G,5,2.1999667,714,825,0,1,9,0
2890,G,5,3.5731611,763,802,0,1,12,1
2891,G,7,3.6632042,696,767,0,0,10,1
2892,G,5,2.8277698,783,748,0,1,10,1
2893,G,3,4.8297062,817,822,0,0,11,0
2894,G,4,3.4397039,736,759,0,0,10,1
2895,G,5,2.345947,848,772,0,1,11,1
2896,G,1,3.9390304,756,778,0,0,10,1
2897,G,2,.59659618,760,737,0,0,10,1
2898,G,10,3.2945242,729,723,0,1,9,0
2899,G,5,3.0169127,708,809,0,1,12,0
2900,G,3,1.6788855,771,750,0,0,9,1
2901,G,7,2.0248551,754,763,0,1,12,1
2902,G,5,5.1369328,737,776,0,1,9,1
2903,G,1,5.4880414,795,720,0,0,10,1
2904,G,2,.80581707,726,801,0,0,10,0
2905,G,8,1.7605356,825,736,0,1,11,0
2906,G,2,2.0706191,752,711,0,0,10,1
2907,G,2,3.3488841,750,772,0,0,9,0
2908,G,10,4.8308783,749,740,0,1,9,0
2909,G,9,3.1194565,758,740,0,0,10,0
2910,G,1,5.2052693,762,818,0,0,9,1
2911,G,5,4.1073933,708,758,0,0,11,0
2912,G,2,3.3467894,733,730,0,0,10,1
2913,G,3,2.3478386,710,750,0,0,10,1
2914,G,1,.8745392,760,719,0,0,10,1
2915,G,5,3.6437271,738,711,0,1,9,0
2916,G,5,2.9881608,740,700,0,1,9,1
2917,G,2,2.4448674,724,741,0,0,10,0
2918,G,5,1.1563272,721,784,0,1,9,0
2919,G,7,2.7215645,709,772,0,1,10,0
2920,G,5,2.9927509,746,735,0,1,12,1
2921,G,8,3.1521394,722,777,0,0,11,1
2922,G,2,4.0818787,676,747,0,0,11,0
2923,G,2,3.7110546,797,773,0,0,11,1
2924,G,2,4.1671515,731,735,0,0,10,1
2925,G,1,5.6173081,762,750,0,0,12,1
2926,G,2,1.6874849,748,746,0,0,10,0
2927,G,4,3.3581307,811,734,0,0,12,1
2928,G,5,6.1676788,713,737,0,0,10,0
2929,G,2,2.3981261,758,810,0,0,10,0
2930,G,6,4.137682,777,731,0,1,11,1
2931,G,2,3.9341223,762,813,0,0,10,0
2932,G,5,5.9058981,736,748,0,0,11,0
2933,G,14,5.0586448,739,802,0,0,9,0
2934,G,6,1.367339,786,711,0,1,10,1
2935,G,4,3.3365693,786,789,0,0,10,1
2936,G,2,3.5847619,719,772,0,0,9,0
2937,G,2,1.5119489,757,688,0,0,9,1
2938,G,11,3.8557487,662,789,0,1,10,1
2939,G,3,4.2737308,700,742,0,0,9,0
2940,G,11,4.3565788,808,807,0,1,12,1
2941,G,3,1.7418078,786,693,0,0,9,0
2942,G,5,3.6123898,752,756,0,0,11,0
2943,G,2,3.743376,795,669,0,0,10,0
2944,G,7,1.7068386,753,738,0,1,11,0
2945,G,9,1.9341432,771,750,0,0,11,1
2946,G,1,3.6575677,757,751,0,0,10,0
2947,G,8,3.8032515,787,784,0,1,11,1
2948,G,6,3.6536903,712,748,0,1,9,0
2949,G,2,3.364114,777,685,0,0,11,0
2950,G,1,1.2338921,678,754,0,0,11,1
2951,G,5,1.1264412,770,771,0,0,11,1
2952,G,6,2.0311894,762,700,0,1,12,1
2953,G,1,1.2498339,715,740,0,0,12,1
2954,G,5,3.3451946,747,718,0,0,10,0
2955,G,7,3.3836782,704,789,0,0,10,1
2956,G,3,1.5865695,812,705,0,0,9,1
2957,G,1,.018241571,782,786,0,0,10,0
2958,G,10,5.1723156,739,807,0,0,10,0
2959,G,2,2.6193357,753,662,0,0,10,1
2960,G,6,2.9453833,778,750,0,1,10,0
2961,G,4,1.6980637,787,712,0,0,12,0
2962,G,4,2.6607132,763,761,0,0,11,0
2963,G,6,1.7431062,754,740,0,1,9,1
2964,G,5,5.2448468,761,753,0,1,9,1
2965,G,3,4.2575865,734,763,0,0,9,0
2966,G,8,5.0785279,800,738,0,0,10,1
2967,G,4,.45007485,760,750,0,1,10,1
2968,G,2,.92445558,811,719,0,0,10,1
2969,G,1,2.5716908,669,711,0,0,9,1
2970,G,2,3.6675897,726,710,0,0,9,1
2971,G,6,2.248661,735,761,0,0,12,1
2972,G,1,5.1236992,721,820,0,0,11,1
2973,G,6,2.9032481,671,706,0,1,9,1
2974,G,6,3.2969809,788,720,0,0,9,0
2975,G,5,2.775795,766,811,0,1,10,0
2976,G,1,4.7681227,788,775,0,0,12,0
2977,G,1,2.2866073,750,759,0,0,9,0
2978,G,3,4.6126008,733,748,0,0,9,1
2979,G,2,3.2942295,787,800,0,0,12,1
2980,G,3,2.8968153,781,788,0,0,10,1
2981,G,2,6.1923695,780,771,0,0,10,0
2982,G,2,4.7403269,760,728,0,0,12,0
2983,G,8,2.565429,764,735,0,1,11,0
2984,G,3,2.8964117,730,700,0,0,10,0
2985,G,1,1.3878003,790,739,0,0,9,1
2986,G,5,2.8067696,734,821,0,1,11,0
2987,G,5,3.8449302,759,763,0,1,10,1
2988,G,2,.54070139,737,727,0,0,10,0
2989,G,5,4.4967785,787,752,0,1,9,0
2990,G,4,3.0233154,750,793,0,1,9,1
2991,G,3,2.3516059,722,777,0,0,12,0
2992,G,5,4.2258687,722,768,0,1,12,1
2993,G,2,3.1384737,738,738,0,0,12,0
2994,G,2,3.8799815,736,722,0,0,9,1
2995,G,1,2.6548517,712,752,0,0,9,1
2996,G,6,6.5159264,712,714,0,1,11,0
2997,G,2,3.0080571,701,717,0,0,11,0
2998,G,1,2.4099591,753,719,0,0,9,1
2999,G,7,2.0463173,702,734,0,1,10,1
3000,G,6,4.2809343,772,717,0,0,9,1
3001,G,7,4.7007484,762,785,0,1,9,0
3002,G,8,3.1085932,733,779,0,1,10,0
3003,G,8,4.7975311,758,703,0,1,12,1
3004,G,6,3.108902,727,747,0,1,12,1
3005,G,2,5.6975079,717,726,0,0,9,0
3006,G,5,3.7928214,764,704,0,1,9,1
3007,G,4,1.3961222,672,762,0,0,10,1
3008,G,3,2.7100282,770,750,0,0,9,0
3009,G,5,.91570336,750,736,0,1,12,0
3010,G,8,3.48528,735,748,0,1,10,0
3011,G,2,.95806682,708,768,0,0,9,0
3012,G,2,2.7570927,717,763,0,0,9,1
3013,G,10,3.4810805,751,734,0,1,9,1
3014,G,2,1.3579552,758,762,0,0,11,0
3015,G,7,2.7403479,712,722,0,1,10,0
3016,G,4,2.6172211,736,799,0,0,10,0
3017,G,5,5.2512746,714,768,0,1,11,0
3018,G,9,3.6189511,761,679,0,1,12,0
3019,G,4,2.1117847,735,792,0,0,11,0
3020,G,9,2.9435205,759,740,0,0,11,0
3021,G,3,2.4633098,768,759,0,0,9,1
3022,G,5,5.1584783,719,789,0,0,9,1
3023,G,4,3.0991309,731,718,0,1,11,1
3024,G,5,.60065317,718,724,0,1,9,0
3025,G,3,3.5617623,736,749,0,0,9,0
3026,G,4,4.6698298,746,742,0,1,11,0
3027,G,8,6.2406321,766,711,0,1,10,0
3028,G,2,2.6953332,794,719,0,0,9,1
3029,G,5,2.723814,760,749,0,1,9,1
3030,G,5,5.4727292,748,739,0,1,12,1
3031,G,4,.155021,783,754,0,1,11,1
3032,G,5,2.1760809,756,752,0,1,9,1
3033,G,1,2.9644315,725,708,0,0,9,1
3034,G,1,.87468863,786,705,0,0,9,0
3035,G,15,5.3983569,751,787,0,0,10,0
3036,G,2,2.6210515,772,765,0,0,9,0
3037,G,1,.82450294,750,836,0,0,9,0
3038,G,14,3.79285,764,739,0,0,10,0
3039,G,1,2.504374,811,723,0,0,9,0
3040,G,10,3.6149471,798,718,0,1,11,0
3041,G,6,4.9901471,754,716,0,1,9,1
3042,G,2,3.6817474,802,785,0,0,11,0
3043,G,10,5.9107909,761,770,0,1,12,1
3044,G,3,1.8779792,745,779,0,0,11,1
3045,G,9,4.0286894,762,727,0,1,12,1
3046,G,3,1.9353518,763,778,0,0,9,1
3047,G,2,2.4720011,724,797,0,0,10,0
3048,G,3,3.5186119,806,743,0,0,9,1
3049,G,5,2.6994669,780,713,0,0,9,0
3050,G,4,3.4763613,755,754,0,0,10,0
3051,G,5,2.0355325,742,737,0,0,12,0
3052,G,7,3.7939811,699,767,0,0,12,0
3053,G,1,2.1657822,749,699,0,0,11,1
3054,G,3,4.0406489,760,670,0,0,9,1
3055,G,8,3.8076642,758,713,0,0,10,1
3056,G,3,4.4408921e-16,767,739,0,0,11,0
3057,G,5,3.8687108,777,750,0,1,9,1
3058,G,4,3.587523,755,711,0,1,9,1
3059,G,8,2.2201121,720,775,0,1,10,0
3060,G,2,3.4381821,716,764,0,0,10,1
3061,G,1,4.1515093,710,771,0,0,11,1
3062,G,4,3.3195195,749,734,0,0,10,1
3063,G,1,4.2805772,700,782,0,0,10,1
3064,G,7,1.376832,799,781,0,0,10,0
3065,G,9,3.541014,719,760,0,1,10,1
3066,G,8,3.0768495,733,724,0,1,12,0
3067,G,3,3.0155993,705,752,0,0,10,1
3068,G,5,1.6108238,753,746,0,0,11,0
3069,G,4,.37761867,778,779,0,1,12,0
3070,G,9,.15335836,793,714,0,1,9,0
3071,G,8,2.2962248,731,783,0,1,9,1
3072,G,2,.9387266,786,674,0,0,12,1
3073,G,2,1.2453852,737,714,0,0,10,0
3074,G,6,3.9557171,749,705,0,1,9,0
3075,G,5,4.032001,834,768,0,0,10,1
3076,G,5,2.4557443,692,750,0,1,11,1
3077,G,6,3.1480987,774,768,0,0,10,0
3078,G,6,6.220612,756,736,0,0,11,0
3079,G,8,3.5730388,678,704,0,1,12,0
3080,G,4,3.179527,729,707,0,0,11,0
3081,G,8,1.491298,740,753,0,1,9,0
3082,G,6,2.0255468,774,715,0,1,10,1
3083,G,2,3.004216,813,726,0,0,10,1
3084,G,3,2.4304628,742,698,0,0,10,1
3085,G,4,3.0365765,720,740,0,0,11,0
3086,G,6,3.2366021,722,733,0,1,9,1
3087,G,6,3.9412949,748,700,0,1,9,1
3088,G,5,3.8645747,729,789,0,1,9,0
3089,G,4,1.3439928,820,733,0,0,9,0
3090,G,4,.88903409,757,779,0,1,11,0
3091,G,7,1.0661888,711,736,0,1,9,0
3092,G,5,1.2793332,776,758,0,0,9,1
3093,G,6,3.1800923,802,717,0,1,11,0
3094,G,7,1.8907312,747,678,0,1,10,0
3095,G,5,1.6100576,753,779,0,1,9,1
3096,G,5,1.7463042,767,765,0,0,9,1
3097,G,4,3.9652064,736,734,0,1,9,1
3098,G,9,5.7556562,746,725,0,0,9,0
3099,G,10,5.1272783,785,850,0,1,11,0
3100,G,5,3.3742366,757,710,0,1,12,0
3101,G,2,1.560475,689,738,0,0,9,0
3102,G,3,2.0365696,716,745,0,0,11,0
3103,G,8,4.6582031,741,713,0,1,9,0
3104,G,4,3.9446862,736,721,0,0,9,1
3105,G,6,4.7902408,722,691,0,1,12,1
3106,G,4,4.3189626,774,738,0,0,10,0
3107,G,2,1.7965759,719,735,0,0,10,1
3108,G,4,4.0075665,750,754,0,0,9,1
3109,G,8,5.3064322,792,782,0,1,12,1
3110,G,5,3.8007796,754,788,0,1,9,0
3111,G,3,2.6565549,814,726,0,0,10,0
3112,G,4,3.0157652,780,699,0,1,12,0
3113,G,5,1.5111049,809,789,0,1,10,1
3114,G,5,2.3817196,689,795,0,1,11,1
3115,G,3,2.7368071,758,749,0,0,10,1
3116,G,9,4.1150441,765,715,0,1,9,1
3117,G,8,5.1302996,693,766,0,0,12,1
3118,G,3,1.9617027,738,711,0,0,10,1
3119,G,9,2.4242427,771,694,0,1,9,1
3120,G,6,6.1032104,763,742,0,1,9,1
3121,G,2,2.1831708,773,762,0,0,11,1
3122,G,14,4.1046228,777,756,0,0,12,1
3123,G,5,2.3618422,722,762,0,0,9,0
3124,G,6,2.2135313,757,755,0,0,10,1
3125,G,1,2.1241448,794,753,0,0,9,0
3126,G,5,4.0779042,773,718,0,1,11,0
3127,G,4,4.1665163,794,740,0,1,11,0
3128,G,4,2.1432965,725,752,0,1,9,1
3129,G,2,4.345612,741,759,0,0,11,0
3130,G,3,3.8410482,724,736,0,0,11,1
3131,G,2,3.8877993,776,747,0,0,11,0
3132,G,4,2.4627197,668,715,0,1,10,1
3133,G,5,1.2483711,743,714,0,1,10,1
3134,G,4,2.7660398,745,808,0,1,11,1
3135,G,3,3.1290903,745,791,0,0,10,0
3136,G,2,1.8746899,791,808,0,0,11,0
3137,G,3,3.0926926,703,765,0,0,10,1
3138,G,4,2.7772455,727,760,0,0,12,1
3139,G,3,3.9839823,791,781,0,0,11,0
3140,G,6,4.1540613,754,720,0,1,11,1
3141,G,6,2.8436003,780,766,0,1,11,0
3142,G,11,4.144104,742,733,0,1,9,0
3143,G,5,5.6137094,712,692,0,1,11,1
3144,G,5,2.6177382,712,774,0,1,10,1
3145,G,5,6.338109,740,742,0,0,9,0
3146,G,2,3.0275712,821,754,0,0,10,0
3147,G,5,3.1535559,789,789,0,1,9,0
3148,G,7,4.4103589,729,689,0,1,12,0
3149,G,5,2.5127211,731,742,0,1,12,1
3150,G,3,3.9265528,750,775,0,0,11,0
3151,G,4,1.4193225,743,772,0,1,9,1
3152,G,2,2.7338319,792,769,0,0,12,0
3153,G,6,4.296946,726,774,0,1,12,0
3154,G,2,1.3937991,767,765,0,0,9,0
3155,G,6,.26923019,710,735,0,0,10,0
3156,G,2,3.1486394,831,709,0,0,12,1
3157,G,3,2.6478813,726,763,0,0,10,1
3158,G,3,3.1181092,759,741,0,0,12,1
3159,G,6,4.1919665,724,783,0,1,10,0
3160,G,2,1.3702546,751,769,0,0,9,0
3161,G,6,4.6078024,769,744,0,1,11,1
3162,G,5,1.3965034,745,761,0,1,12,0
3163,G,2,2.8146615,764,764,0,0,11,1
3164,G,6,3.8916345,769,783,0,1,11,1
3165,G,6,1.6110607,733,775,0,1,10,1
3166,G,14,4.1647491,722,762,0,0,10,0
3167,G,5,6.0221214,761,753,0,0,11,0
3168,G,5,2.6852846,752,745,0,1,9,1
3169,G,3,6.9407973,732,756,0,0,10,0
3170,G,2,2.3935535,795,737,0,0,9,0
3171,G,8,4.2072659,778,706,0,0,10,0
3172,G,8,1.7810796,762,779,0,1,10,0
3173,G,2,1.7422653,761,703,0,0,12,0
3174,G,2,3.7767036,768,713,0,0,11,1
3175,G,2,.79138446,804,780,0,0,11,0
3176,G,5,3.3223753,709,736,0,0,11,0
3177,G,2,2.7341301,735,775,0,0,12,0
3178,G,5,3.5540364,726,765,0,0,10,0
3179,G,5,1.1500005,768,750,0,1,9,1
3180,G,2,6.3257952,776,742,0,0,11,1
3181,G,8,2.9343057,734,743,0,1,10,0
3182,G,6,2.9658997,704,716,0,0,9,1
3183,G,2,5.0459728,705,754,0,0,10,0
3184,G,7,1.9837812,749,786,0,0,10,0
3185,G,2,4.2427068,765,846,0,0,11,1
3186,G,1,1.5382485,714,762,0,0,9,0
3187,G,6,5.8584003,698,769,0,1,9,1
3188,G,5,4.2926106,732,749,0,1,11,1
3189,G,2,1.2201552,715,707,0,0,10,0
3190,G,3,2.7277853,754,771,0,0,12,0
3191,G,4,4.1374969,747,770,0,0,11,0
3192,G,8,4.7171535,762,781,0,0,11,1
3193,G,8,4.5077085,778,720,0,0,9,1
3194,G,1,1.407662,721,764,0,0,10,1
3195,G,3,1.9435951,730,768,0,0,9,0
3196,G,4,2.3660297,719,806,0,1,9,0
3197,G,3,2.6990871,773,737,0,0,10,1
3198,G,3,4.4654913,734,796,0,0,9,1
3199,G,3,6.8483024,716,733,0,0,9,1
3200,G,5,2.2956226,757,782,0,1,9,0
3201,H,8,3.233856,738,814,1,1,12,1
3202,H,0,4.5707998,723,816,1,0,9,1
3203,H,4,2.7166193,743,804,1,0,9,0
3204,H,2,5.4392872,749,724,1,0,11,1
3205,H,0,5.2105293,765,724,1,0,9,1
3206,H,6,2.792145,706,705,1,0,12,1
3207,H,2,3.1380739,809,723,1,1,10,0
3208,H,0,3.2088201,717,693,1,0,10,1
3209,H,0,.66522306,754,795,1,0,9,0
3210,H,1,2.1039314,798,803,1,1,9,1
3211,H,1,3.2335072,785,790,1,1,10,1
3212,H,0,3.5690746,824,700,1,0,10,1
3213,H,0,2.7674336,727,693,1,0,10,0
3214,H,3,4.7378573,795,788,1,0,12,0
3215,H,4,2.2243128,799,768,1,1,11,0
3216,H,1,3.1243632,738,761,1,0,9,1
3217,H,13,3.1440341,745,733,1,1,10,1
3218,H,7,2.7755914,781,699,1,0,12,1
3219,H,2,2.8186047,759,767,1,1,10,1
3220,H,0,3.7479148,710,777,1,0,10,0
3221,H,0,2.4225414,683,723,1,0,10,0
3222,H,6,5.1987386,766,728,1,1,11,0
3223,H,4,3.9160845,746,723,1,1,9,1
3224,H,4,4.5166202,762,761,1,0,9,1
3225,H,0,4.8150024,832,739,1,0,9,1
3226,H,2,4.9270401,705,740,1,0,11,1
3227,H,6,4.8523369,744,749,1,0,12,1
3228,H,3,1.8930076,724,751,1,1,10,0
3229,H,8,2.0365219,704,714,1,1,12,0
3230,H,8,1.1673756,762,744,1,0,12,0
3231,H,4,3.8610921,755,725,1,0,9,0
3232,H,0,1.1282675,766,747,1,0,10,0
3233,H,0,3.1541824,751,793,1,0,11,0
3234,H,1,1.3405248,781,821,1,1,10,1
3235,H,0,2.3818283,697,755,1,0,9,1
3236,H,0,2.8466163,710,768,1,0,9,0
3237,H,0,1.9018154,748,753,1,0,11,0
3238,H,4,.1752063,736,743,1,0,9,0
3239,H,1,2.3984559,711,703,1,1,10,1
3240,H,0,3.7304559,753,778,1,0,11,1
3241,H,2,3.0288093,711,792,1,1,10,1
3242,H,2,4.5273128,806,703,1,0,10,1
3243,H,8,3.8398051,706,709,1,1,9,0
3244,H,2,2.9556508,747,762,1,1,9,0
3245,H,0,1.8174679,782,779,1,0,9,1
3246,H,5,5.5437341,746,746,1,0,10,1
3247,H,0,2.8565009,734,769,1,0,10,1
3248,H,0,2.544296,754,743,1,0,9,1
3249,H,2,5.4420009,771,740,1,0,12,1
3250,H,1,2.3249271,780,720,1,1,10,0
3251,H,3,2.4105377,731,744,1,0,12,1
3252,H,1,.47276545,740,737,1,0,11,0
3253,H,2,3.783529,748,728,1,1,10,1
3254,H,9,1.7732505,709,745,1,1,10,0
3255,H,0,2.2672772,761,763,1,0,10,0
3256,H,0,2.2696807,759,730,1,0,9,0
3257,H,3,3.4223268,724,775,1,0,12,1
3258,H,5,1.9989669,760,767,1,1,10,0
3259,H,0,4.093544,758,691,1,0,10,1
3260,H,0,3.7946084,750,746,1,0,10,1
3261,H,0,3.6871789,715,722,1,0,9,1
3262,H,1,3.2426667,719,728,1,0,10,0
3263,H,5,3.0026507,747,715,1,0,9,0
3264,H,3,4.7064514,773,744,1,0,12,1
3265,H,0,2.1494834,769,733,1,0,9,0
3266,H,3,2.8439317,758,738,1,0,11,0
3267,H,0,4.3563356,696,792,1,0,10,1
3268,H,5,2.7429268,790,739,1,1,9,0
3269,H,6,3.6234272,769,674,1,1,12,0
3270,H,6,3.3020337,785,677,1,0,12,1
3271,H,2,3.3012435,752,730,1,0,11,0
3272,H,0,2.494091,715,760,1,0,10,1
3273,H,2,3.6113515,719,752,1,1,9,0
3274,H,0,1.8400708,749,769,1,0,9,0
3275,H,0,3.2365518,722,720,1,0,11,1
3276,H,0,4.1349397,737,761,1,0,10,1
3277,H,0,3.8887417,787,701,1,0,9,1
3278,H,3,4.7047315,720,773,1,1,9,0
3279,H,3,4.3326721,769,698,1,1,11,0
3280,H,9,4.1346626,727,748,1,1,12,0
3281,H,2,1.2938823,800,775,1,1,11,1
3282,H,4,4.2827158,766,758,1,0,12,1
3283,H,2,4.4725704,807,741,1,0,11,0
3284,H,0,5.7784085,718,763,1,0,9,1
3285,H,0,2.0049469,711,799,1,0,9,0
3286,H,0,2.5580957,804,761,1,0,9,1
3287,H,4,1.9230857,788,784,1,1,10,1
3288,H,0,2.0902123,762,775,1,0,9,0
3289,H,0,3.1626067,703,750,1,0,9,0
3290,H,0,3.3261094,757,734,1,0,9,1
3291,H,0,4.0041933,755,748,1,0,10,0
3292,H,2,4.2232537,706,678,1,0,11,1
3293,H,8,2.7260523,726,790,1,1,12,0
3294,H,3,1.3492582,778,746,1,0,12,1
3295,H,1,.60486615,764,718,1,1,9,1
3296,H,11,3.0762811,753,799,1,1,11,1
3297,H,5,2.9235239,797,752,1,1,11,0
3298,H,3,.13747436,705,764,1,0,11,1
3299,H,8,1.5982341,741,697,1,1,12,1
3300,H,4,3.1343808,766,733,1,0,11,0
3301,H,1,4.2812214,775,723,1,0,9,1
3302,H,1,3.4667857,824,763,1,1,10,0
3303,H,4,3.2905972,732,761,1,1,10,1
3304,H,0,3.0072322,772,762,1,0,10,1
3305,H,0,2.6908224,785,764,1,0,10,0
3306,H,6,2.9720414,736,762,1,0,12,0
3307,H,5,3.6154904,738,664,1,0,9,1
3308,H,0,2.7339098,746,788,1,0,9,0
3309,H,4,3.555033,816,718,1,1,11,1
3310,H,2,1.1445805,765,753,1,1,9,0
3311,H,8,1.1394296,729,780,1,0,12,1
3312,H,8,4.9102144,811,773,1,1,10,0
3313,H,2,2.8563182,736,751,1,1,10,1
3314,H,1,3.7107923,783,758,1,0,10,1
3315,H,0,1.6651486,770,760,1,0,10,0
3316,H,1,3.7467227,707,805,1,1,9,1
3317,H,0,3.4893663,783,709,1,0,9,0
3318,H,7,5.4251308,764,768,1,0,10,1
3319,H,2,3.320715,814,691,1,0,12,1
3320,H,9,4.719521,748,746,1,1,10,1
3321,H,0,2.7505124,721,712,1,0,9,0
3322,H,3,3.5089548,772,754,1,1,11,1
3323,H,3,3.3738399,752,775,1,1,9,1
3324,H,3,1.722247,732,704,1,1,9,0
3325,H,0,2.9065435,717,735,1,0,9,0
3326,H,0,1.724699,695,775,1,0,10,1
3327,H,3,2.9114504,739,734,1,1,10,0
3328,H,2,2.4552493,809,692,1,1,10,1
3329,H,8,3.7397125,741,773,1,1,12,1
3330,H,4,3.7196012,726,731,1,0,12,0
3331,H,6,5.111764,720,746,1,1,10,1
3332,H,2,2.8041353,769,707,1,0,10,1
3333,H,0,2.1771886,758,714,1,0,9,1
3334,H,2,3.9336088,748,725,1,1,11,1
3335,H,0,2.9620228,799,777,1,0,10,1
3336,H,4,2.5843861,742,748,1,0,10,0
3337,H,1,2.9241452,773,800,1,1,9,1
3338,H,2,4.1366043,726,778,1,1,10,0
3339,H,2,3.1052961,809,689,1,1,9,1
3340,H,0,3.3910332,722,737,1,0,10,0
3341,H,0,2.2628942,695,709,1,0,10,0
3342,H,2,3.3184094,790,774,1,0,12,0
3343,H,5,3.4933181,757,733,1,0,12,0
3344,H,2,1.6084405,732,746,1,1,11,1
3345,H,2,3.0286205,697,732,1,0,10,0
3346,H,4,.60526472,754,760,1,1,11,1
3347,H,6,2.5796912,736,698,1,0,12,1
3348,H,0,.86496824,775,756,1,0,9,1
3349,H,3,2.2334754,713,767,1,0,10,0
3350,H,5,5.1679101,776,762,1,0,11,1
3351,H,6,4.9419575,737,743,1,1,12,0
3352,H,2,4.2316561,785,789,1,0,12,0
3353,H,0,1.6151928,764,733,1,0,10,0
3354,H,9,4.746089,816,803,1,1,12,0
3355,H,0,2.8296721,829,756,1,0,10,1
3356,H,5,5.5036855,781,740,1,1,10,0
3357,H,5,5.0817981,758,734,1,0,12,0
3358,H,2,3.2983837,799,727,1,0,9,0
3359,H,0,4.528892,756,764,1,0,10,1
3360,H,1,3.5573783,790,785,1,0,11,0
3361,H,5,3.596184,751,770,1,1,11,0
3362,H,3,5.6296239,756,756,1,0,10,1
3363,H,4,2.1989129,803,743,1,1,9,1
3364,H,3,2.6587989,732,687,1,1,11,1
3365,H,0,4.96241,737,754,1,0,10,1
3366,H,0,4.3391547,701,724,1,0,10,1
3367,H,0,4.064702,732,832,1,0,10,0
3368,H,1,1.0889554,723,779,1,1,9,1
3369,H,15,3.1872342,760,738,1,0,12,0
3370,H,3,3.4201696,697,801,1,1,11,1
3371,H,4,3.2397299,773,763,1,1,9,0
3372,H,4,2.7527361,758,726,1,1,10,1
3373,H,0,4.3850007,721,778,1,0,9,0
3374,H,5,2.6743929,749,782,1,1,9,0
3375,H,0,4.4473457,708,817,1,0,10,1
3376,H,0,.55024564,706,688,1,0,10,1
3377,H,0,3.5101354,712,755,1,0,10,0
3378,H,4,2.41957,780,743,1,1,9,0
3379,H,6,4.0590992,725,768,1,0,11,1
3380,H,0,5.0031257,738,719,1,0,10,1
3381,H,1,4.5399117,711,771,1,1,10,1
3382,H,9,5.6352897,762,737,1,0,9,1
3383,H,6,2.5367684,793,715,1,1,10,1
3384,H,0,2.5513618,756,756,1,0,10,0
3385,H,0,3.8491094,760,771,1,0,10,1
3386,H,2,4.2283731,733,740,1,1,9,1
3387,H,4,1.4728732,780,722,1,0,12,0
3388,H,3,1.5094448,753,749,1,1,9,0
3389,H,1,3.8269331,716,704,1,0,10,0
3390,H,8,2.8398702,797,680,1,1,10,0
3391,H,1,1.746263,810,717,1,0,9,0
3392,H,0,3.3015146,708,691,1,0,9,0
3393,H,3,4.3404326,712,818,1,1,9,0
3394,H,5,4.6953468,745,700,1,1,10,0
3395,H,2,3.1244252,744,679,1,0,9,1
3396,H,2,2.6276038,792,776,1,0,12,0
3397,H,1,3.1627638,766,750,1,0,9,1
3398,H,4,1.7994429,703,777,1,1,11,1
3399,H,2,3.8122816,807,712,1,1,9,0
3400,H,3,2.8292143,774,757,1,1,10,0
3401,H,0,3.1676447,749,737,1,0,9,1
3402,H,1,2.2115114,706,733,1,0,9,0
3403,H,4,4.1442776,738,817,1,1,9,1
3404,H,7,1.536903,757,732,1,0,12,0
3405,H,0,2.9080384,764,725,1,0,11,0
