stuid,schoolid,female,grade,atrisk,ell,iep,treatment,classroom,pre_test_math,pre_test_read,post_test_math
2865,C,0,,0,1,0,1,64,773,766,806
2866,C,1,,1,0,0,0,89,776,725,709
2867,C,0,,0,0,0,1,62,755,734,748
2868,C,1,,0,0,0,0,85,748,750,750
2869,C,1,8,1,1,0,0,82,747,702,723
2870,C,1,,0,0,1,1,63,755,782,744
2871,C,1,7,0,0,0,0,72,789,742,792
2872,C,1,7,0,0,0,0,74,714,794,719
2873,C,0,7,1,1,0,1,63,721,775,697
2874,C,0,8,0,0,0,0,87,764,765,701
2875,C,1,8,1,0,1,1,64,762,805,720
2876,C,0,7,0,1,0,0,70,716,715,723
2877,C,1,8,0,0,0,0,78,758,735,740
2878,C,1,8,0,0,0,0,69,782,741,759
2879,C,0,,1,0,0,0,68,797,782,771
2880,C,0,7,0,0,1,1,66,705,722,699
2881,C,0,8,0,1,1,0,68,764,783,784
2882,C,1,8,1,0,0,0,74,776,712,747
2883,C,0,7,0,0,0,0,76,744,749,752
2884,C,0,8,0,0,0,1,61,770,773,794
2885,C,0,8,0,0,1,0,77,781,750,716
2886,C,1,,1,0,0,0,89,738,694,698
2887,C,0,7,0,1,0,0,79,769,730,812
2888,C,1,7,0,1,0,0,72,734,717,698
2889,C,1,,0,0,1,0,77,719,756,713
2890,C,1,7,1,0,0,0,71,731,747,728
2891,C,1,8,1,1,0,0,82,733,803,728
2892,C,1,8,0,1,0,0,86,721,704,740
2893,C,0,7,1,1,0,0,69,650,707,671
2894,C,0,7,1,0,0,0,67,766,718,674
2895,C,1,,0,0,0,1,64,756,770,707
2896,C,1,7,1,0,0,0,78,685,739,650
2897,C,1,8,0,0,0,1,66,751,731,715
2898,C,0,8,1,0,0,0,71,741,809,744
2899,C,0,,0,1,0,0,80,790,775,763
2900,C,0,,0,0,0,0,69,733,761,712
2901,C,1,7,1,0,0,0,85,684,801,698
2902,C,1,8,0,1,0,0,84,751,719,707
2903,C,0,8,0,1,1,0,87,778,721,781
2904,C,0,7,1,0,0,0,75,774,772,780
2905,C,0,8,1,0,1,0,70,734,692,708
2906,C,1,,0,0,1,1,61,756,740,788
2907,C,0,8,1,1,1,0,81,719,743,689
2908,C,1,,0,0,0,0,75,702,706,660
2909,C,1,,0,0,0,1,60,801,761,782
2910,C,0,7,1,0,0,0,89,711,779,726
2911,C,1,7,1,0,1,1,60,751,697,723
2912,C,0,8,0,0,0,1,64,728,729,681
2913,C,0,8,1,0,0,0,76,739,716,715
2914,C,1,,1,0,0,0,76,729,781,703
2915,C,1,8,0,0,0,0,78,767,758,722
2916,C,1,,0,0,0,1,61,656,751,670
2917,C,0,,1,0,0,0,78,695,754,701
2918,C,1,,1,0,0,0,88,795,758,796
2919,C,1,7,1,1,1,0,81,778,735,761
2920,C,0,,0,1,0,0,87,773,729,798
2921,C,0,,1,0,0,0,87,739,696,720
2922,C,0,,0,0,0,0,84,719,739,700
2923,C,1,7,1,1,0,0,87,753,740,708
2924,C,0,8,0,0,0,0,75,698,772,664
2925,C,0,,1,1,0,1,63,677,769,734
2926,C,1,8,1,1,0,1,60,663,705,650
2927,C,1,7,0,0,0,0,72,726,730,701
2928,C,1,8,0,0,1,0,68,724,739,758
2929,C,1,7,1,0,0,0,89,750,794,731
2930,C,1,7,1,0,0,0,86,793,709,755
2931,C,1,7,0,1,0,0,74,739,750,767
2932,C,1,,1,0,0,0,80,715,721,710
2933,C,0,,1,0,1,0,74,744,712,693
2934,C,0,7,0,0,0,0,80,715,752,717
2935,C,0,,1,0,0,0,88,733,786,672
2936,C,1,,0,0,1,0,85,702,733,680
2937,C,1,8,0,0,0,0,77,799,735,730
2938,C,0,,0,0,0,0,69,672,787,699
2939,C,0,8,1,1,0,0,82,742,752,759
2940,C,1,8,1,0,1,0,89,769,816,775
2941,C,1,7,1,0,0,0,69,767,775,776
2942,C,1,7,1,0,0,1,66,744,740,707
2943,C,0,7,1,0,0,0,75,736,770,677
2944,C,1,,1,0,0,0,67,726,736,697
2945,C,0,,0,0,0,0,87,789,763,767
2946,C,0,,1,0,0,0,74,753,722,690
2947,C,0,8,0,0,0,0,74,750,684,769
2948,C,0,7,0,0,0,1,63,771,753,756
2949,C,0,8,1,0,0,1,61,709,762,714
2950,C,0,7,0,0,0,0,75,753,733,725
2951,C,1,8,1,1,0,0,83,732,739,696
2952,C,0,,1,0,0,0,73,750,734,715
2953,C,0,,0,0,0,0,70,771,714,714
2954,C,1,8,0,0,0,0,69,757,751,755
2955,C,1,,1,1,1,0,67,754,799,760
2956,C,0,,0,0,0,0,89,710,704,692
2957,C,1,8,0,0,1,0,75,796,734,811
2958,C,1,8,1,0,0,1,63,696,767,696
2959,C,1,,1,0,0,0,79,743,787,680
2960,C,0,,0,1,1,0,73,796,742,754
2961,C,0,7,1,0,0,0,78,785,763,729
2962,C,1,8,0,0,1,0,71,808,735,761
2963,C,1,7,0,0,0,1,66,726,772,738
2964,C,1,8,1,0,0,0,76,764,811,746
2965,C,1,,0,1,0,1,60,750,677,658
2966,C,1,,0,1,0,0,87,755,746,775
2967,C,0,7,1,0,0,0,67,776,770,753
2968,C,0,,0,1,0,0,88,726,743,664
2969,C,1,,1,1,0,1,63,732,684,737
2970,C,1,,0,1,0,1,62,733,709,754
2971,C,1,,0,1,0,0,79,766,749,737
2972,C,1,,1,0,0,0,73,754,698,739
2973,C,0,8,0,0,0,0,81,763,737,743
2974,C,1,,1,1,0,0,84,777,761,812
2975,C,1,,0,0,0,0,87,786,761,744
2976,C,0,8,1,1,1,0,85,737,733,709
2977,C,0,7,0,0,0,0,75,666,796,663
2978,C,1,,1,1,1,0,87,742,748,668
2979,C,1,8,1,0,0,0,82,710,730,650
2980,C,1,8,1,0,0,1,64,733,781,683
2981,C,1,7,0,0,0,0,89,762,784,735
2982,C,1,7,0,0,1,0,68,752,773,679
2983,C,1,,1,1,0,0,71,751,708,727
2984,C,0,7,1,1,0,1,63,739,730,742
2985,C,1,7,1,1,0,0,79,754,761,758
2986,C,0,7,1,0,0,0,73,793,714,738
2987,C,0,8,0,0,0,0,87,736,757,754
2988,C,0,7,1,0,0,0,67,719,760,694
2989,C,1,,1,0,0,0,69,801,779,772
2990,C,0,7,0,1,0,0,89,769,767,747
2991,C,0,7,0,0,1,1,65,689,692,667
2992,C,1,,1,1,0,0,74,737,771,710
2993,C,0,7,0,0,1,0,77,709,789,688
2994,C,0,7,0,0,0,0,88,828,759,747
2995,C,1,,0,1,1,0,76,746,789,721
2996,C,0,7,1,1,0,1,61,679,764,739
2997,C,1,7,1,0,0,0,83,781,777,734
2998,C,1,7,1,0,0,0,68,766,711,746
2999,C,0,8,0,0,0,0,81,772,726,700
3000,C,1,,1,0,0,1,62,731,730,723
3001,C,1,8,1,1,1,0,73,788,736,756
3002,C,1,8,0,0,0,0,73,797,693,795
3003,C,1,8,1,0,0,0,72,758,776,737
3004,C,0,7,1,0,0,1,61,769,809,735
3005,C,1,,1,1,0,0,76,708,759,713
3006,C,1,,1,1,0,1,61,770,757,731
3007,C,1,7,0,0,0,0,87,741,763,729
3008,C,0,8,0,0,0,1,62,800,763,785
3009,C,0,7,1,0,0,0,69,737,708,660
3010,C,1,8,0,0,0,0,83,766,772,742
3011,C,0,8,0,0,0,0,76,722,740,684
3012,C,0,7,1,0,0,0,67,747,764,734
3013,C,1,7,0,0,0,0,79,742,781,749
3014,C,0,8,0,0,0,0,68,726,750,709
3015,C,0,8,0,1,0,0,81,769,720,752
3016,C,0,,0,0,1,0,67,779,766,728
3017,C,1,7,0,0,0,0,87,724,732,690
3018,C,0,8,0,0,1,0,67,825,740,777
3019,C,1,8,0,0,0,1,61,746,748,738
3020,C,0,8,0,0,0,0,72,765,729,737
3021,C,1,,1,1,0,1,63,767,769,736
3022,C,0,7,0,0,0,0,69,753,715,732
3023,C,1,7,1,0,1,0,70,777,751,752
3024,C,1,7,0,0,0,1,63,748,745,763
3025,C,0,,1,0,0,0,76,714,693,696
3026,C,0,7,0,0,0,0,68,781,764,776
3027,C,1,,1,0,0,1,62,780,790,770
3028,C,1,,1,0,0,0,79,750,772,721
3029,C,1,7,0,1,0,1,61,788,782,807
3030,C,0,,0,0,0,0,68,722,686,692
3031,C,1,7,1,0,0,0,67,749,700,684
3032,C,0,,1,1,0,0,76,789,770,722
3033,C,0,,0,0,0,0,71,730,741,702
3034,C,1,8,0,0,0,0,75,765,756,733
3035,C,1,8,0,0,0,0,81,716,767,708
3036,C,1,,1,1,0,0,73,726,762,707
3037,C,0,7,1,0,1,0,76,741,739,711
3038,C,1,,0,0,0,0,88,731,747,688
3039,C,0,8,0,0,0,0,73,734,756,652
3040,C,0,8,1,0,0,0,87,761,764,750
3041,C,0,8,0,0,0,0,86,761,718,744
3042,C,0,7,1,1,0,0,76,790,731,733
3043,C,0,,0,0,0,0,79,726,779,768
3044,C,0,,1,0,0,1,62,734,780,684
3045,C,1,7,1,0,0,0,80,770,725,732
3046,C,1,8,0,1,0,1,60,770,816,808
3047,C,0,,1,1,0,0,70,716,688,680
3048,C,1,7,0,0,1,0,67,715,741,699
3049,C,0,,0,1,0,0,79,738,750,743
3050,C,1,8,0,0,1,0,75,781,738,753
3051,C,0,,0,1,0,0,68,768,742,756
3052,C,0,7,1,0,0,0,75,720,802,739
3053,C,0,,0,0,0,0,87,751,755,751
3054,C,0,8,0,0,0,0,67,760,747,748
3055,C,0,7,1,0,1,0,80,789,736,747
3056,C,0,7,0,1,1,0,81,767,720,712
3057,C,1,,0,0,1,1,61,782,775,834
3058,C,1,,1,1,1,0,89,740,713,785
3059,C,1,,1,1,0,0,75,730,769,719
3060,C,0,,1,0,0,0,76,766,737,762
3061,C,1,7,0,0,0,0,72,763,751,746
3062,C,0,7,0,0,0,0,72,678,750,681
3063,C,1,,1,0,0,0,75,779,765,723
3064,C,0,7,1,0,0,0,71,704,811,650
3065,C,0,8,1,0,0,0,79,695,778,676
3066,C,1,,1,0,0,0,88,768,765,781
3067,C,0,8,0,0,1,0,74,699,752,662
3068,C,0,8,1,0,0,0,89,820,788,782
3069,C,0,7,1,0,0,0,73,702,785,697
3070,C,1,,0,0,0,0,68,725,757,702
3071,C,0,,0,0,0,0,84,750,717,710
3072,C,0,,1,1,1,0,77,743,751,696
3073,C,0,,0,0,0,0,77,773,728,738
3074,C,1,,0,0,0,1,63,782,767,756
3075,C,0,,0,0,0,0,89,737,768,711
3076,C,1,8,0,0,0,0,74,743,790,771
3077,C,1,8,1,1,0,1,61,759,753,754
3078,C,0,,0,0,0,0,77,760,747,736
3079,C,1,7,1,0,0,1,61,744,706,715
3080,C,1,7,0,0,0,0,83,783,739,777
3081,C,1,7,0,0,1,0,67,707,753,699
3082,C,1,7,0,0,0,0,67,758,735,706
3083,C,0,,0,0,0,1,64,752,724,746
3084,C,0,8,1,0,0,0,83,737,786,759
3085,C,1,,0,0,1,0,87,737,767,726
3086,C,1,,0,0,0,1,65,773,722,738
3087,C,1,7,0,1,1,0,89,826,705,753
3088,C,1,,1,0,0,1,63,672,775,704
3089,C,0,7,1,0,0,0,84,708,775,683
3090,C,0,,1,1,0,0,80,699,784,697
3091,C,1,8,1,0,1,1,65,783,729,782
3092,C,0,8,0,1,0,0,74,773,738,753
3093,C,1,7,1,0,0,1,65,751,746,729
3094,C,0,7,0,0,0,0,89,711,726,690
3095,C,1,7,1,1,0,0,79,773,768,719
3096,C,1,,0,1,0,0,67,780,680,764
3097,C,1,7,1,1,0,0,84,733,700,693
3098,C,1,,1,0,0,0,78,754,790,733
3099,C,1,,0,0,0,1,63,769,758,762
3100,C,0,8,1,1,0,1,62,775,755,804
3101,C,0,,0,1,1,0,84,727,730,701
3102,C,1,,0,1,0,0,89,786,780,746
3103,C,1,,0,0,0,0,72,743,736,690
3104,C,0,,0,0,0,0,70,715,802,665
3105,C,0,7,0,0,0,0,88,703,762,695
3106,C,0,8,0,1,1,1,66,824,777,786
3107,C,1,8,1,0,0,0,83,763,707,739
3108,C,0,,1,0,0,0,81,805,761,787
3109,C,1,7,1,1,0,1,60,707,686,712
3110,C,0,7,0,0,0,0,69,730,808,728
3111,C,1,7,0,0,0,0,68,820,778,834
3112,C,0,7,1,0,0,0,84,693,767,698
3113,C,0,8,1,1,0,1,65,711,764,719
3114,C,1,,0,0,0,0,76,813,754,791
3115,C,0,7,1,0,0,0,83,745,778,740
3116,C,1,,0,0,1,0,82,758,806,701
3117,C,1,7,0,0,0,0,87,761,740,692
3118,C,1,,0,1,0,0,71,704,827,707
3119,C,0,7,0,0,0,0,85,722,737,711
3120,C,0,8,0,0,0,0,73,734,747,703
3121,C,1,,0,0,1,0,67,731,735,732
3122,C,0,7,0,0,1,0,74,730,690,721
3123,C,1,7,1,0,0,1,62,781,760,761
3124,C,1,,0,0,0,0,82,719,782,699
3125,C,0,,1,1,1,0,82,759,757,769
3126,C,1,,1,0,0,0,88,727,740,724
3127,C,1,,0,0,0,0,87,776,768,762
3128,C,0,,0,1,1,1,61,702,729,708
3129,C,1,7,0,0,0,0,76,703,805,726
3130,C,1,7,0,0,0,0,85,767,773,779
3131,C,0,8,0,0,0,0,67,763,738,773
3132,C,0,,0,0,0,0,84,699,776,698
3133,C,0,8,0,1,1,0,77,699,741,665
3134,C,1,7,1,0,0,1,64,738,800,727
3135,C,0,8,0,0,0,0,76,742,731,721
3136,C,0,,1,0,0,0,86,741,661,731
3137,C,1,,0,0,1,0,89,782,757,783
3138,C,0,8,1,0,1,0,82,801,765,772
3139,C,1,8,0,1,0,1,61,719,740,716
3140,C,1,,0,0,0,1,60,743,815,743
3141,C,1,7,1,0,0,0,81,787,720,737
3142,C,1,7,0,1,0,0,73,788,705,749
3143,C,1,,0,0,0,0,75,725,752,704
3144,C,0,7,0,0,0,1,65,714,782,677
3145,C,1,8,1,0,0,0,71,746,781,768
3146,C,1,7,1,0,1,0,86,740,758,698
3147,C,0,7,0,0,0,1,60,767,794,766
3148,C,1,7,0,1,0,0,74,790,741,799
3149,C,1,,0,0,0,0,73,737,699,739
3150,C,0,7,0,1,0,0,72,757,711,740
3151,C,0,8,1,0,0,0,81,709,755,719
3152,C,0,7,0,0,0,0,74,738,718,728
3153,C,1,,0,0,1,0,83,745,704,759
3154,C,1,8,0,0,0,1,61,723,776,721
3155,C,0,7,1,0,0,0,79,748,746,753
3156,C,0,7,1,0,0,1,64,749,771,736
3157,C,1,,1,0,0,0,81,774,761,788
3158,C,1,7,0,1,1,0,76,769,728,747
3159,C,0,8,0,0,0,1,61,738,749,713
3160,C,0,8,0,1,0,0,75,732,723,689
3161,C,0,,1,0,0,0,67,765,689,767
3162,C,1,8,1,1,0,0,74,751,780,706
3163,C,0,,0,0,0,0,85,747,759,699
3164,C,0,7,1,0,0,0,87,723,683,714
3165,C,0,8,0,0,0,0,86,701,741,668
3166,C,1,8,0,0,0,0,89,742,742,746
3167,C,0,,1,0,0,0,70,776,726,733
3168,C,0,,1,0,1,0,80,803,758,817
3169,C,1,8,0,0,0,0,68,745,803,712
3170,C,1,7,1,0,0,1,66,797,765,776
3171,C,0,,0,0,0,0,85,751,734,706
3172,C,1,8,0,1,1,0,74,755,692,717
3173,C,0,7,0,0,0,1,62,651,730,650
3174,C,1,7,1,0,0,1,63,739,685,692
3175,C,1,,1,0,0,0,72,767,709,733
3176,C,1,,0,0,0,0,86,763,803,779
3177,C,1,8,0,0,1,0,86,791,788,760
3178,C,1,,0,0,0,0,75,733,728,697
3179,C,0,,0,0,0,0,89,730,760,728
3180,C,1,8,0,0,0,0,77,803,745,788
3181,C,1,,0,0,1,0,72,775,750,762
3182,C,0,,0,0,0,0,77,773,756,730
3183,C,0,8,1,0,1,0,87,750,770,735
3184,C,1,7,1,0,0,1,65,771,763,768
3185,C,1,,0,1,0,0,78,743,750,712
3186,C,0,,1,0,0,0,77,797,792,765
3187,C,1,8,1,0,0,1,66,767,771,715
3188,C,0,,1,1,0,0,69,722,766,743
3189,C,1,,0,1,0,0,81,737,768,714
3190,C,0,8,0,0,0,0,82,749,790,725
3191,C,1,7,1,0,1,1,66,764,733,740
3192,C,1,,1,0,0,0,89,746,733,691
3193,C,1,7,0,0,1,1,60,762,781,726
3194,C,1,7,0,0,1,0,84,750,747,743
3195,C,0,,0,0,0,1,66,762,699,741
3196,C,0,,1,0,0,0,82,736,716,731
3197,C,0,7,0,1,0,0,80,786,761,776
3198,C,0,7,1,0,0,0,78,733,796,718
3199,C,1,7,1,0,0,0,72,729,753,689
3200,C,1,,1,1,0,1,63,742,798,701
